image_path,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,label
05_DEBRIS/debris (608).tif,1993,871,1122,29.0,155.97129735935707,37.0,186.47326203208556,194.70231729055257,8.229055258467023,76.0,2,14,25,67,152,456,153,2,0,292,0,3,16,24,33,209,742,91,4,335,1847,805,1042,10.0,117.57888198757765,19.0,152.37811900191937,160.4654510556622,8.087332053742802,105.0,36,63,52,199,339,108,7,1,0,274,6,36,30,7,273,581,101,8,0,298,2182,951,1231,32.0,157.80021030494217,56.0,186.52233956133225,193.838342810723,7.316003249390739,74.0,0,12,43,62,122,539,170,3,0,288,0,1,19,25,23,190,915,58,0,317,5
05_DEBRIS/debris (609).tif,1885,835,1050,30.0,180.61437125748503,153.0,211.45333333333335,219.3295238095238,7.876190476190477,69.0,1,1,1,7,87,279,379,80,0,284,0,0,0,0,0,25,428,588,9,290,1656,725,931,17.0,150.10620689655173,26.0,186.00429645542428,194.12567132116004,8.121374865735769,75.0,4,2,23,102,195,267,122,10,0,249,1,0,0,3,45,300,484,98,0,253,2018,893,1125,45.0,178.63045912653976,50.0,205.90933333333334,213.27733333333333,7.368,57.0,0,2,1,5,89,336,404,56,0,299,0,1,0,0,1,49,639,435,0,300,5
05_DEBRIS/debris (61).tif,2082,903,1179,28.0,142.08305647840533,92.0,188.6624257845632,202.61153519932145,13.94910941475827,113.0,1,5,49,224,352,134,32,101,5,398,0,0,0,25,120,420,292,131,191,516,2292,1016,1276,5.0,52.824803149606296,14.0,91.67241379310344,101.40673981191223,9.734326018808778,119.0,198,677,61,10,3,3,6,58,0,298,22,437,486,100,12,17,13,189,0,413,2339,1055,1284,27.0,87.82464454976304,51.0,125.07554517133957,134.8816199376947,9.80607476635514,115.0,2,154,655,131,18,11,8,76,0,326,0,14,293,553,159,28,27,209,1,436,5
05_DEBRIS/debris (610).tif,2107,909,1198,31.0,147.63366336633663,131.0,194.5517529215359,209.26043405676126,14.708681135225376,83.0,0,4,2,47,494,301,46,14,1,466,0,0,0,0,19,389,470,233,87,516,2293,1030,1263,11.0,48.18446601941748,23.0,80.33016627078385,92.09342834520982,11.76326207442597,147.0,39,849,112,19,8,3,0,0,0,354,2,334,628,161,81,23,23,11,0,439,2270,1012,1258,32.0,82.04545454545455,66.0,115.14387917329094,125.98887122416534,10.844992050874405,134.0,0,58,731,178,27,14,2,2,0,348,0,0,240,637,211,106,43,21,0,433,5
05_DEBRIS/debris (611).tif,2019,903,1116,101.0,160.96345514950167,129.0,202.53225806451613,215.38351254480287,12.85125448028674,79.0,0,0,0,24,370,369,45,78,17,394,0,0,0,0,11,274,443,156,232,456,2059,944,1115,25.0,61.315677966101696,43.0,94.50044843049328,104.9067264573991,10.406278026905829,174.0,6,781,71,14,9,2,1,60,0,286,0,265,554,95,37,10,6,147,1,363,2099,943,1156,55.0,91.82502651113468,72.0,126.70588235294117,136.310553633218,9.604671280276817,145.0,0,19,697,124,26,9,3,65,0,294,0,0,198,573,142,49,21,167,6,360,5
05_DEBRIS/debris (612).tif,2245,916,1329,34.0,160.8231441048035,94.0,199.85477802859293,208.60571858540257,8.750940556809631,63.0,0,3,33,81,206,306,243,44,0,388,0,0,0,26,63,122,615,493,10,387,2073,860,1213,15.0,132.09418604651162,44.0,176.48145094806264,185.318219291014,8.83676834295136,77.0,6,54,76,168,246,223,81,6,0,359,0,11,35,56,78,397,509,127,0,346,2506,1037,1469,46.0,167.52169720347155,101.0,200.11300204220558,208.36147038801906,8.248468345813478,59.0,0,3,12,74,160,415,324,49,0,400,0,0,0,14,53,145,714,543,0,417,5
05_DEBRIS/debris (613).tif,2005,859,1146,42.0,153.80209545983703,69.0,192.8778359511344,203.31675392670158,10.43891797556719,92.0,0,19,81,103,136,249,223,48,0,304,0,0,15,34,87,203,412,354,41,412,1994,864,1130,5.0,56.745370370370374,16.0,87.61769911504425,97.14159292035399,9.523893805309735,141.0,155,387,210,81,26,5,0,0,0,219,22,233,425,266,119,47,11,6,1,340,2066,911,1155,30.0,95.61031833150385,51.0,127.91255411255412,137.22683982683984,9.314285714285715,110.0,1,89,358,286,129,41,6,1,0,262,0,9,98,439,336,197,58,18,0,370,5
05_DEBRIS/debris (614).tif,1390,645,745,69.0,178.05581395348838,86.0,204.65771812080536,211.0510067114094,6.393288590604027,86.0,0,0,11,28,54,202,288,62,0,174,0,0,1,5,26,28,379,302,4,156,1180,538,642,27.0,153.23048327137548,35.0,186.72429906542055,193.81931464174454,7.095015576323988,81.0,3,23,11,43,117,230,98,13,0,172,0,2,14,7,23,137,382,77,0,151,1621,739,882,75.0,182.84573748308526,85.0,206.8469387755102,212.89115646258503,6.04421768707483,73.0,0,0,11,26,42,170,424,66,0,178,0,0,1,5,18,23,433,402,0,169,5
05_DEBRIS/debris (615).tif,1709,701,1008,34.0,141.58630527817402,48.0,192.68353174603175,202.77380952380952,10.090277777777779,106.0,0,44,63,169,176,80,45,110,14,254,0,4,20,48,118,218,171,219,210,304,1722,741,981,13.0,62.09041835357625,20.0,104.31294597349643,112.80835881753313,8.495412844036696,103.0,194,325,98,39,18,18,8,41,0,171,23,323,235,90,72,47,50,134,7,250,1773,763,1010,21.0,97.07208387942333,37.0,141.67623762376238,150.68316831683168,9.006930693069307,106.0,34,177,218,146,65,31,28,64,0,221,0,95,125,241,139,94,117,164,35,282,5
05_DEBRIS/debris (616).tif,2469,1034,1435,46.0,176.84429400386847,90.0,204.12752613240417,211.12543554006967,6.997909407665505,48.0,0,4,10,13,77,398,520,12,0,406,0,0,1,7,15,33,923,455,1,365,2126,872,1254,14.0,144.31880733944953,27.0,176.6682615629984,183.2647527910686,6.5964912280701755,62.0,8,23,26,88,283,391,53,0,0,338,1,13,16,5,49,542,622,6,0,272,2469,1029,1440,54.0,172.60932944606415,68.0,200.34444444444443,207.00972222222222,6.665277777777778,45.0,0,3,22,35,86,420,458,5,0,361,0,0,4,14,16,42,1060,304,0,339,5
05_DEBRIS/debris (617).tif,1969,868,1101,100.0,179.81336405529953,170.0,210.81653042688464,218.866485013624,8.049954586739329,52.0,0,0,0,14,83,307,403,61,0,325,0,0,0,0,0,17,488,594,2,316,1763,768,995,63.0,148.51432291666666,118.0,184.18291457286432,192.32964824120603,8.146733668341708,66.0,0,0,25,108,234,317,84,0,0,297,0,0,0,1,33,375,517,69,0,274,2112,926,1186,97.0,178.16306695464363,128.0,205.19139966273187,212.8549747048904,7.663575042158516,45.0,0,0,0,11,91,371,413,40,0,328,0,0,0,0,1,40,734,411,0,328,5
05_DEBRIS/debris (618).tif,2134,918,1216,63.0,123.79847494553377,99.0,180.03371710526315,196.72861842105263,16.694901315789473,110.0,0,0,67,437,306,49,26,30,3,462,0,0,0,15,278,386,270,162,105,593,2466,1093,1373,13.0,37.82159194876487,27.0,70.43991260014566,81.42971595047342,10.98980335032775,184.0,462,570,35,5,4,1,1,15,0,312,11,772,357,103,52,13,11,50,4,391,2408,1068,1340,1.0,35.79213483146067,24.0,72.86268656716418,84.48134328358209,11.618656716417911,169.0,565,442,34,6,3,2,2,14,0,365,22,711,335,121,60,19,15,53,4,420,5
05_DEBRIS/debris (619).tif,1466,647,819,32.0,169.35548686244204,62.0,210.006105006105,218.4041514041514,8.398046398046398,61.0,0,3,13,51,114,181,222,63,0,249,0,0,3,1,9,42,306,443,15,245,1290,571,719,10.0,132.48511383537652,30.0,180.29485396383868,188.66203059805284,8.367176634214186,100.0,11,30,76,104,125,145,70,10,0,213,1,5,9,15,61,220,322,86,0,196,1656,742,914,39.0,167.98382749326146,69.0,202.83369803063457,210.25382932166303,7.420131291028446,72.0,0,5,12,59,137,204,268,57,0,242,0,0,3,7,15,59,482,346,2,228,5
05_DEBRIS/debris (62).tif,2121,931,1190,74.0,147.12674543501612,114.0,193.83529411764707,208.61680672268906,14.781512605042018,92.0,0,0,3,84,532,224,48,39,1,467,0,0,0,1,29,454,385,191,130,569,2384,1074,1310,19.0,45.50372439478585,36.0,77.88931297709924,89.2496183206107,11.36030534351145,156.0,80,881,84,9,7,7,0,6,0,345,0,565,484,107,59,28,31,36,0,438,2370,1048,1322,40.0,76.37690839694656,59.0,109.85930408472012,120.42662632375189,10.56732223903177,117.0,0,170,732,93,30,16,2,5,0,356,0,1,485,513,150,75,45,53,0,449,5
05_DEBRIS/debris (620).tif,2390,1029,1361,81.0,192.4198250728863,131.0,222.52608376193976,231.8868479059515,9.360764144011757,61.0,0,0,1,11,54,237,461,261,4,327,0,0,0,0,10,24,272,821,234,441,1698,748,950,25.0,88.86363636363636,44.0,128.53052631578947,140.75157894736842,12.221052631578948,170.0,5,153,296,171,70,33,16,4,0,200,0,23,226,218,200,124,93,65,1,298,1830,799,1031,57.0,121.97246558197747,72.0,158.93113482056256,169.38603297769157,10.454898157129001,132.0,0,2,152,290,196,100,45,14,0,220,0,0,12,210,240,247,194,126,2,312,5
05_DEBRIS/debris (621).tif,2007,874,1133,76.0,164.89816933638443,112.0,208.2197705207414,219.18887908208296,10.96910856134157,90.0,0,0,11,67,306,244,83,133,30,334,0,0,0,3,49,236,278,227,340,395,1850,818,1032,27.0,73.24327628361858,34.0,122.79941860465117,132.80620155038758,10.006782945736434,146.0,11,523,136,46,19,10,4,69,0,228,0,176,337,121,88,40,31,235,4,281,1938,864,1074,46.0,108.29513888888889,59.0,152.8370577281192,162.43575418994413,9.598696461824954,127.0,0,20,445,184,77,35,12,90,1,253,0,1,144,300,156,120,73,251,29,294,5
05_DEBRIS/debris (622).tif,1706,734,972,33.0,150.70980926430516,51.0,197.10185185185185,208.00617283950618,10.904320987654321,85.0,0,11,41,106,162,264,118,30,2,295,0,3,5,14,20,127,532,219,52,333,1488,643,845,17.0,111.44634525660965,21.0,165.15502958579881,176.46153846153845,11.306508875739645,96.0,13,76,100,174,184,66,20,10,0,259,4,14,8,35,168,375,161,80,0,293,1885,796,1089,51.0,155.54899497487438,70.0,194.87419651056015,204.09182736455463,9.217630853994491,72.0,0,7,38,88,167,310,152,34,0,310,0,0,6,10,18,159,682,199,15,337,5
05_DEBRIS/debris (623).tif,2112,911,1201,26.0,152.18331503841932,55.0,184.62364696086595,193.00582847626978,8.38218151540383,77.0,4,22,30,88,193,422,144,8,0,331,0,1,18,48,54,199,742,139,0,355,1971,848,1123,12.0,112.09080188679245,23.0,148.4345503116652,156.51024042742654,8.075690115761354,77.0,62,82,78,176,329,96,25,0,0,284,10,80,41,34,200,608,140,10,0,304,2204,960,1244,33.0,154.52395833333333,61.0,184.5233118971061,192.30868167202573,7.785369774919614,55.0,0,21,50,88,160,439,198,4,0,330,0,0,34,50,40,165,840,115,0,330,5
05_DEBRIS/debris (624).tif,2038,905,1133,81.0,153.307182320442,132.0,199.4315975286849,211.61694616063548,12.185348631950573,85.0,0,0,1,72,479,215,45,78,15,363,0,0,0,0,31,401,274,183,244,471,2068,944,1124,22.0,51.88135593220339,32.0,92.3950177935943,102.56227758007117,10.167259786476869,177.0,36,793,64,13,4,2,1,31,0,228,0,488,307,103,40,25,27,129,5,304,2035,921,1114,46.0,83.26275787187839,63.0,127.10951526032316,136.90933572710952,9.799820466786356,150.0,0,65,681,107,23,10,4,31,0,265,0,0,368,339,127,67,39,156,18,326,5
05_DEBRIS/debris (625).tif,1521,618,903,45.0,164.7799352750809,74.0,210.61794019933555,219.5171650055371,8.89922480620155,95.0,0,4,26,53,170,149,101,96,19,244,0,0,5,7,30,152,207,258,244,256,1392,605,787,13.0,75.39338842975206,26.0,123.8284625158831,132.55908513341805,8.730622617534943,130.0,40,251,171,62,27,23,9,22,0,174,5,99,189,145,110,65,67,105,2,188,1517,658,859,43.0,111.8966565349544,61.0,156.918509895227,165.0989522700815,8.180442374854483,99.0,0,24,216,209,94,56,32,27,0,199,0,0,77,166,180,138,128,169,1,222,5
05_DEBRIS/debris (63).tif,1561,688,873,49.0,155.01308139534885,126.0,198.46162657502865,208.96334478808706,10.50171821305842,81.0,0,5,10,45,246,260,98,23,1,245,0,0,0,0,16,205,372,221,59,290,1585,700,885,19.0,63.69285714285714,30.0,95.84293785310734,104.28474576271186,8.44180790960452,132.0,22,365,233,48,26,5,1,0,0,195,1,83,424,176,128,46,26,1,0,207,1678,763,915,50.0,101.10353866317169,75.0,134.42950819672132,142.9639344262295,8.534426229508197,97.0,0,13,301,296,103,41,9,0,0,214,0,0,40,346,264,164,80,21,0,234,5
05_DEBRIS/debris (64).tif,1980,878,1102,35.0,150.99430523917997,138.0,194.56896551724137,209.23321234119783,14.664246823956443,90.0,0,1,1,22,447,340,57,10,0,403,0,0,0,0,6,362,475,183,76,510,2109,953,1156,6.0,48.967471143756555,44.0,79.96626297577855,91.70847750865052,11.742214532871973,158.0,26,807,104,14,0,2,0,0,0,302,0,258,649,147,51,27,11,13,0,407,2190,994,1196,28.0,81.52012072434607,70.0,113.21739130434783,123.99163879598662,10.774247491638796,122.0,1,18,771,174,27,1,2,0,0,310,0,0,198,666,211,73,28,20,0,406,5
05_DEBRIS/debris (65).tif,2068,885,1183,68.0,181.11073446327683,106.0,218.4852071005917,228.08453085376163,9.599323753169907,89.0,0,0,10,40,126,264,234,188,23,369,0,0,0,3,9,69,322,514,266,394,1706,721,985,29.0,151.20804438280166,52.0,200.19086294416243,210.5248730964467,10.334010152284264,105.0,1,35,65,83,163,192,70,107,5,311,0,2,26,26,29,134,351,278,139,302,2031,862,1169,56.0,178.38863109048725,81.0,219.36783575705732,228.704875962361,9.337040205303678,86.0,0,5,31,60,73,240,257,183,13,349,0,0,3,15,19,33,245,613,241,371,5
05_DEBRIS/debris (66).tif,1823,768,1055,36.0,164.10286458333334,106.0,208.72890995260664,217.4521327014218,8.723222748815166,70.0,0,1,7,94,195,231,128,103,9,268,0,0,0,3,37,203,247,338,227,309,1496,660,836,14.0,86.65757575757576,44.0,135.98444976076556,144.6866028708134,8.702153110047847,113.0,5,209,214,111,58,30,15,18,0,220,0,36,212,156,117,86,98,123,8,219,1749,743,1006,44.0,126.74966352624496,71.0,171.4493041749503,179.31809145129225,7.868787276341949,86.0,0,9,156,230,153,95,57,43,0,258,0,0,18,144,219,174,169,250,32,263,5
05_DEBRIS/debris (67).tif,1498,593,905,40.0,163.43507588532884,104.0,221.95911602209944,230.22099447513813,8.261878453038674,112.0,0,5,21,127,107,112,78,117,26,212,0,0,0,10,37,70,148,232,408,225,1173,522,651,19.0,87.95785440613027,31.0,155.68356374807988,165.59293394777265,9.90937019969278,129.0,10,210,131,67,33,19,13,39,0,158,0,41,88,86,98,82,78,165,13,163,1347,583,764,38.0,127.45454545454545,56.0,183.89528795811518,192.76570680628274,8.870418848167539,111.0,0,17,147,153,115,42,35,73,1,197,0,2,28,65,97,138,151,253,30,191,5
05_DEBRIS/debris (68).tif,1640,626,1014,34.0,164.94089456869008,61.0,224.25147928994082,233.57100591715977,9.319526627218934,76.0,0,8,15,116,126,114,95,143,9,255,0,0,2,1,22,61,151,405,372,345,1328,534,794,21.0,100.84456928838951,28.0,170.15239294710327,180.9647355163728,10.812342569269521,115.0,13,135,150,78,61,21,34,42,0,192,1,14,47,85,148,134,128,232,5,230,1527,634,893,39.0,137.6577287066246,74.0,195.71556550951848,206.03807390817468,10.322508398656215,97.0,0,20,109,164,109,78,61,93,0,238,0,0,7,25,76,180,216,360,29,289,5
05_DEBRIS/debris (69).tif,1523,624,899,42.0,184.4375,56.0,225.4349276974416,231.70300333704117,6.268075639599555,76.0,0,3,11,60,101,100,109,186,54,143,0,1,0,5,16,64,137,199,477,188,1146,469,677,18.0,131.0682302771855,44.0,186.15509601181685,192.62629246676514,6.471196454948301,135.0,5,93,102,49,42,26,21,131,0,102,0,12,72,67,50,42,64,334,36,108,1401,565,836,44.0,159.57522123893804,80.0,203.7834928229665,209.92942583732057,6.145933014354067,106.0,0,1,72,118,88,66,43,177,0,138,0,0,5,67,85,82,79,408,110,163,5
05_DEBRIS/debris (7).tif,2857,1223,1634,104.0,166.11856091578088,127.0,202.97246022031823,214.7594859241126,11.78702570379437,61.0,0,0,0,21,321,562,259,60,0,626,0,0,0,0,3,149,959,511,12,699,2552,1100,1452,58.0,138.5081818181818,80.0,181.82920110192836,194.5750688705234,12.74586776859504,74.0,0,1,39,279,419,272,73,17,0,589,0,0,4,7,108,602,561,163,7,634,2872,1214,1658,91.0,171.69275123558484,108.0,208.27503015681543,219.65078407720145,11.375753920386007,57.0,0,0,0,16,208,582,325,82,1,627,0,0,0,2,0,75,836,714,31,690,5
05_DEBRIS/debris (70).tif,2370,1025,1345,40.0,171.85853658536584,80.0,206.46617100371748,217.9457249070632,11.479553903345725,69.0,0,2,14,46,119,432,352,60,0,390,0,0,1,9,41,109,535,567,83,541,2218,965,1253,10.0,63.218652849740934,29.0,93.91300877893056,105.16999201915404,11.256983240223464,147.0,50,450,341,98,24,2,0,0,0,278,1,155,511,363,150,37,28,8,0,441,2303,1022,1281,44.0,97.19960861056751,61.0,128.8454332552693,139.56206088992974,10.716627634660421,113.0,0,31,439,372,145,29,6,0,0,318,0,0,111,469,409,211,54,27,0,461,5
05_DEBRIS/debris (71).tif,1252,512,740,63.0,161.87109375,107.0,215.64864864864865,224.42972972972973,8.781081081081082,70.0,0,0,11,66,144,144,74,56,17,206,0,0,0,3,9,87,180,273,188,194,1023,481,542,30.0,79.6881496881497,42.0,131.0959409594096,140.84132841328415,9.745387453874539,109.0,1,189,167,60,32,18,7,7,0,157,0,13,116,133,102,76,61,41,0,136,1235,544,691,54.0,121.26470588235294,82.0,168.80173661360348,176.91027496382054,8.108538350217076,81.0,0,6,138,178,104,57,41,20,0,186,0,0,11,65,170,164,153,128,0,161,5
05_DEBRIS/debris (72).tif,1536,657,879,51.0,153.03196347031962,68.0,204.18885096700797,214.29920364050056,10.110352673492605,75.0,0,4,28,63,225,216,78,36,7,246,0,0,1,9,23,152,326,223,145,292,1521,667,854,16.0,63.76911544227886,29.0,102.83021077283372,111.73419203747072,8.903981264637002,123.0,41,331,205,61,19,4,5,1,0,174,2,83,351,186,111,50,42,27,2,205,1577,707,870,43.0,99.18953323903818,65.0,139.07931034482758,147.9287356321839,8.849425287356322,95.0,0,23,295,250,94,36,9,0,0,206,0,0,64,293,212,154,92,48,7,230,5
05_DEBRIS/debris (73).tif,1684,698,986,32.0,129.13180515759313,78.0,200.5557809330629,212.46653144016227,11.910750507099392,91.0,0,11,73,282,191,48,28,62,3,319,0,0,4,31,125,207,135,170,314,399,1723,755,968,3.0,34.018543046357614,15.0,85.76756198347107,96.20247933884298,10.434917355371901,184.0,473,228,31,5,4,3,2,9,0,184,104,438,138,53,38,38,48,108,3,236,1606,698,908,5.0,38.88538681948424,18.0,102.01431718061674,112.26541850220265,10.251101321585903,160.0,380,228,44,22,7,5,9,3,0,201,64,330,121,95,54,47,69,128,0,247,5
05_DEBRIS/debris (74).tif,1045,437,608,56.0,156.87643020594965,111.0,211.31743421052633,219.3684210526316,8.050986842105264,80.0,0,4,14,87,108,90,64,59,11,146,0,0,0,6,32,97,128,165,180,156,892,405,487,19.0,67.45925925925926,28.0,118.41889117043121,126.83983572895278,8.42094455852156,129.0,14,224,102,27,15,9,8,6,0,99,1,56,147,80,77,33,51,38,4,93,1013,471,542,45.0,107.73673036093419,55.0,158.61439114391143,166.5,7.885608856088561,97.0,0,17,191,127,63,34,26,13,0,118,0,2,25,123,100,104,87,91,10,115,5
05_DEBRIS/debris (75).tif,2203,946,1257,56.0,184.3689217758985,80.0,219.55290373906126,229.07080350039777,9.517899761336515,73.0,0,2,10,27,99,277,286,233,12,322,0,0,1,8,13,63,278,666,228,426,1746,776,970,11.0,81.61726804123711,28.0,127.67319587628866,139.05463917525773,11.381443298969073,147.0,25,259,247,109,69,49,13,5,0,206,3,65,207,194,180,178,75,62,6,292,1875,801,1074,43.0,114.6354556803995,60.0,157.792364990689,167.69180633147113,9.899441340782124,117.0,0,20,232,251,132,107,52,7,0,226,0,1,48,195,247,215,240,123,5,310,5
05_DEBRIS/debris (76).tif,1892,822,1070,35.0,147.6021897810219,53.0,185.05140186915887,195.83551401869158,10.78411214953271,95.0,0,33,64,75,226,280,85,53,6,304,0,2,11,29,106,309,373,169,71,391,2099,948,1151,3.0,46.56962025316456,19.0,72.12858384013902,80.48827106863597,8.35968722849696,186.0,205,622,71,23,13,1,2,11,0,201,62,486,410,92,35,22,8,36,0,289,2110,955,1155,34.0,79.13507853403141,47.0,107.31601731601732,115.86406926406926,8.548051948051947,164.0,0,191,580,121,26,19,4,14,0,239,0,27,427,439,136,53,19,49,5,304,5
05_DEBRIS/debris (77).tif,1449,596,853,53.0,169.1510067114094,98.0,215.64126611957795,224.02579132473622,8.384525205158265,82.0,0,3,14,56,120,172,121,100,10,213,0,0,0,3,19,94,216,273,248,234,1192,541,651,12.0,81.75231053604436,26.0,131.42857142857142,141.0522273425499,9.623655913978494,142.0,27,193,155,81,30,29,17,9,0,157,2,48,167,107,100,54,83,89,1,177,1300,578,722,41.0,122.23356401384083,69.0,165.1634349030471,173.8365650969529,8.673130193905816,107.0,0,14,145,170,118,58,45,28,0,176,0,0,25,145,137,122,121,164,8,195,5
05_DEBRIS/debris (78).tif,2149,921,1228,99.0,149.54071661237785,140.0,194.81026058631923,209.071661237785,14.261400651465799,80.0,0,0,0,35,496,329,51,9,1,461,0,0,0,0,14,385,515,224,90,574,2438,1111,1327,23.0,46.45094509450945,40.0,75.25244913338358,86.02185380557648,10.769404672192916,146.0,32,963,102,12,2,0,0,0,0,340,0,428,666,134,60,17,12,10,0,430,2469,1093,1376,47.0,77.29917657822507,60.0,107.96438953488372,118.05668604651163,10.092296511627907,126.0,0,111,804,152,21,5,0,0,0,377,0,1,376,687,195,73,32,12,0,433,5
05_DEBRIS/debris (79).tif,1778,702,1076,33.0,134.8148148148148,59.0,195.08271375464685,205.4414498141264,10.358736059479554,103.0,0,31,72,212,173,86,55,56,17,269,0,1,10,34,155,233,164,234,245,354,1716,694,1022,9.0,60.56051873198847,22.0,115.70939334637964,124.76125244618396,9.051859099804306,139.0,129,353,104,48,24,14,4,18,0,178,9,213,273,128,88,109,62,119,21,257,1756,736,1020,17.0,92.7649456521739,34.0,149.35686274509803,158.96274509803922,9.605882352941176,110.0,21,134,280,147,78,39,13,24,0,236,0,68,90,232,171,107,143,174,35,301,5
05_DEBRIS/debris (8).tif,1888,812,1076,37.0,165.19334975369458,64.0,199.79182156133828,208.9907063197026,9.198884758364311,80.0,0,27,70,75,113,207,99,190,31,249,0,0,19,29,69,170,337,241,211,320,1702,747,955,7.0,71.37751004016064,14.0,109.18115183246073,117.88062827225131,8.699476439790576,166.0,157,294,151,29,23,16,16,61,0,157,40,142,360,152,43,31,22,161,4,251,1721,753,968,31.0,104.67994687915007,46.0,141.15392561983472,149.86157024793388,8.707644628099173,137.0,0,102,254,220,57,32,27,61,0,202,0,20,92,322,225,90,55,148,16,273,5
05_DEBRIS/debris (80).tif,2269,970,1299,33.0,138.4360824742268,102.0,193.22632794457274,208.60508083140877,15.378752886836027,96.0,0,10,34,227,460,128,47,62,2,492,0,0,0,4,113,479,269,240,194,614,2328,1055,1273,5.0,45.73270142180095,22.0,89.56480754124117,101.82953652788689,12.26472898664572,159.0,172,767,60,23,12,7,5,9,0,356,2,519,387,114,49,35,54,113,0,467,2347,1049,1298,31.0,81.65204957102002,60.0,123.64252696456086,135.28428351309708,11.64175654853621,138.0,0,147,695,119,39,15,16,18,0,391,0,3,351,496,148,76,68,155,1,486,5
05_DEBRIS/debris (81).tif,1088,474,614,49.0,155.03586497890296,83.0,200.77198697068403,208.53257328990227,7.760586319218241,82.0,0,3,21,43,180,123,52,36,16,138,0,0,3,9,31,158,147,123,143,153,1027,471,556,17.0,59.64968152866242,31.0,92.9658273381295,99.88129496402878,6.91546762589928,156.0,29,272,130,17,13,7,2,1,0,102,0,134,216,101,35,26,12,29,3,84,1097,500,597,45.0,94.81,57.0,131.17587939698493,137.66666666666666,6.490787269681742,123.0,0,26,241,164,37,16,12,4,0,110,0,1,89,210,155,45,37,57,3,101,5
05_DEBRIS/debris (82).tif,1564,673,891,50.0,162.00594353640417,89.0,211.23793490460156,220.97418630751963,9.73625140291807,82.0,0,5,35,107,137,135,136,104,14,241,0,0,1,15,33,119,225,250,248,275,1355,570,785,22.0,95.98245614035088,35.0,152.44331210191083,162.15668789808916,9.713375796178344,136.0,16,163,162,75,65,24,18,47,0,178,0,23,116,153,133,91,68,178,23,195,1573,681,892,42.0,132.7165932452276,69.0,179.57062780269058,189.06165919282512,9.491031390134529,113.0,0,27,132,170,117,114,43,78,0,200,0,0,14,84,174,184,151,244,41,245,5
